perkara_id;tanggal_putusan;jenis_perkara_nama;umur_p;umur_t;lama_pernikahan_bulan;faktor;kecamatan_p;kabupaten_p;kecamatan_t;kabupaten_t
47164;24/09/2024;Cerai Gugat;23;29;50;Peselisihan dan Pertengkaran Terus Menerus;Tarik;Kabupaten Sidoarjo;Pungging;Kabupaten Mojokerto
47186;24/09/2024;Cerai Gugat;52;59;1;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47195;24/09/2024;Cerai Gugat;29;35;85;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
45419;24/09/2024;Cerai Gugat;35;36;160;Peselisihan dan Pertengkaran Terus Menerus;Sukodono;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47216;24/09/2024;Cerai Gugat;20;24;8;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Wonoayu;Kabupaten Sidoarjo
47220;24/09/2024;Cerai Gugat;55;61;431;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47229;24/09/2024;Cerai Gugat;44;51;301;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
46975;24/09/2024;Cerai Talak;31;30;110;Peselisihan dan Pertengkaran Terus Menerus;Wonokromo;Kota Surabaya;Buduran;Kabupaten Sidoarjo
47238;24/09/2024;Cerai Talak;35;36;166;Peselisihan dan Pertengkaran Terus Menerus;Krembung;Kabupaten Sidoarjo;Krembung;Kabupaten Sidoarjo
45450;24/09/2024;Cerai Gugat;25;28;87;Peselisihan dan Pertengkaran Terus Menerus;Prambon;Kabupaten Sidoarjo;Prambon;Kabupaten Sidoarjo
47263;24/09/2024;Cerai Gugat;19;23;28;Peselisihan dan Pertengkaran Terus Menerus;Prambon;Kabupaten Sidoarjo;Balongbendo;Kabupaten Sidoarjo
47266;24/09/2024;Cerai Talak;33;28;34;Peselisihan dan Pertengkaran Terus Menerus;Jabon;Kabupaten Sidoarjo;Jabon;Kabupaten Sidoarjo
47012;24/09/2024;Cerai Talak;32;29;125;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47277;24/09/2024;Cerai Gugat;35;40;197;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
46515;24/09/2024;Cerai Gugat;38;44;186;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
45244;24/09/2024;Cerai Gugat;39;46;218;Peselisihan dan Pertengkaran Terus Menerus;Wonokromo;Kota Surabaya;Gedangan;Kabupaten Sidoarjo
46824;24/09/2024;Cerai Gugat;37;27;12;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
47344;24/09/2024;Cerai Gugat;24;27;15;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Wonoayu;Kabupaten Sidoarjo
47112;25/09/2024;Cerai Gugat;48;53;348;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Gondang;Kabupaten Bojonegoro
47113;25/09/2024;Cerai Gugat;32;31;55;Peselisihan dan Pertengkaran Terus Menerus;Jabon;Kabupaten Sidoarjo;Beji;Kabupaten Pasuruan
47117;25/09/2024;Cerai Talak;34;33;155;Peselisihan dan Pertengkaran Terus Menerus;Prambon;Kabupaten Sidoarjo;Waru;Kabupaten Sidoarjo
47134;25/09/2024;Cerai Talak;28;28;66;Peselisihan dan Pertengkaran Terus Menerus;Balongpanggang;Kabupaten Gresik;Taman;Kabupaten Sidoarjo
45869;25/09/2024;Cerai Gugat;29;33;121;Peselisihan dan Pertengkaran Terus Menerus;Jabon;Kabupaten Sidoarjo;Jabon;Kabupaten Sidoarjo
47169;25/09/2024;Cerai Gugat;30;30;101;Peselisihan dan Pertengkaran Terus Menerus;Tarik;Kabupaten Sidoarjo;Tarik;Kabupaten Sidoarjo
45379;25/09/2024;Cerai Gugat;44;42;67;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
47196;25/09/2024;Cerai Gugat;32;41;12;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
46177;25/09/2024;Cerai Talak;33;28;96;Peselisihan dan Pertengkaran Terus Menerus;Plandaan;Kabupaten Jombang;Sidoarjo;Kabupaten Sidoarjo
45418;25/09/2024;Cerai Gugat;46;55;278;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Waru;Kabupaten Sidoarjo
45954;25/09/2024;Cerai Talak;34;37;128;Peselisihan dan Pertengkaran Terus Menerus;Krian;Kabupaten Sidoarjo;Krian;Kabupaten Sidoarjo
46226;25/09/2024;Cerai Gugat;51;49;228;Peselisihan dan Pertengkaran Terus Menerus;Tulangan;Kabupaten Sidoarjo;Tulangan;Kabupaten Sidoarjo
47332;25/09/2024;Cerai Gugat;39;55;234;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Kedungwaru;Kabupaten Tulungagung
47191;26/09/2024;Cerai Gugat;43;45;268;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Way Bungur;Kabupaten Lampung Timur
46172;26/09/2024;Cerai Gugat;31;35;96;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
46953;26/09/2024;Cerai Gugat;33;31;110;Peselisihan dan Pertengkaran Terus Menerus;Sukodono;Kabupaten Sidoarjo;Tarik;Kabupaten Sidoarjo
47221;26/09/2024;Cerai Talak;41;52;48;Peselisihan dan Pertengkaran Terus Menerus;Porong;Kabupaten Sidoarjo;Porong;Kabupaten Sidoarjo
46212;26/09/2024;Cerai Talak;54;54;348;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
45449;26/09/2024;Cerai Gugat;33;42;174;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Wonoayu;Kabupaten Sidoarjo
47271;26/09/2024;Cerai Talak;29;39;57;Peselisihan dan Pertengkaran Terus Menerus;Sukodono;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47274;26/09/2024;Cerai Gugat;42;41;62;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47310;26/09/2024;Cerai Gugat;43;51;35;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Lawang;Kabupaten Malang
47311;26/09/2024;Cerai Gugat;33;35;50;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47317;26/09/2024;Cerai Gugat;25;32;63;Peselisihan dan Pertengkaran Terus Menerus;Jabon;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47322;26/09/2024;Cerai Gugat;53;37;24;Peselisihan dan Pertengkaran Terus Menerus;Porong;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47068;26/09/2024;Cerai Gugat;68;56;131;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
47353;26/09/2024;Cerai Gugat;33;37;176;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
47362;30/09/2024;Cerai Gugat;35;42;45;Peselisihan dan Pertengkaran Terus Menerus;Prambon;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
47372;30/09/2024;Cerai Gugat;35;36;201;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
47381;30/09/2024;Cerai Gugat;29;32;89;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47135;30/09/2024;Cerai Gugat;46;49;290;Peselisihan dan Pertengkaran Terus Menerus;Krembung;Kabupaten Sidoarjo;Krembung;Kabupaten Sidoarjo
47392;30/09/2024;Cerai Talak;35;35;50;Peselisihan dan Pertengkaran Terus Menerus;Krembung;Kabupaten Sidoarjo;Krembung;Kabupaten Sidoarjo
47395;30/09/2024;Cerai Talak;27;25;56;Peselisihan dan Pertengkaran Terus Menerus;Prambon;Kabupaten Sidoarjo;Tarik;Kabupaten Sidoarjo
47397;30/09/2024;Cerai Talak;54;46;20;Peselisihan dan Pertengkaran Terus Menerus;Bangsal;Kabupaten Mojokerto;Sukodono;Kabupaten Sidoarjo
47398;30/09/2024;Cerai Talak;59;56;262;Peselisihan dan Pertengkaran Terus Menerus;Bubutan;Kota Surabaya;Wonoayu;Kabupaten Sidoarjo
45351;30/09/2024;Cerai Gugat;49;46;250;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47143;30/09/2024;Cerai Gugat;33;40;99;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Murhum;Kota Bau Bau
47399;30/09/2024;Cerai Gugat;26;25;15;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Wonoayu;Kabupaten Sidoarjo
47159;30/09/2024;Cerai Talak;50;42;25;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Balongbendo;Kabupaten Sidoarjo
47162;30/09/2024;Cerai Talak;28;27;73;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
47165;30/09/2024;Cerai Gugat;31;30;123;Peselisihan dan Pertengkaran Terus Menerus;Tanggulangin;Kabupaten Sidoarjo;Tanggulangin;Kabupaten Sidoarjo
45377;30/09/2024;Cerai Talak;38;40;245;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Waru;Kabupaten Sidoarjo
47185;30/09/2024;Cerai Gugat;21;23;44;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Ngadirojo;Kabupaten Pacitan
47187;30/09/2024;Cerai Talak;33;41;82;Peselisihan dan Pertengkaran Terus Menerus;Tanggulangin;Kabupaten Sidoarjo;Wonoayu;Kabupaten Sidoarjo
47194;30/09/2024;Cerai Talak;36;35;159;Peselisihan dan Pertengkaran Terus Menerus;Porong;Kabupaten Sidoarjo;Porong;Kabupaten Sidoarjo
47200;30/09/2024;Cerai Gugat;33;45;136;Peselisihan dan Pertengkaran Terus Menerus;Prambon;Kabupaten Sidoarjo;Prambon;Kabupaten Sidoarjo
47201;30/09/2024;Cerai Gugat;25;26;17;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47207;30/09/2024;Cerai Gugat;26;24;107;Peselisihan dan Pertengkaran Terus Menerus;Tanggulangin;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
45425;30/09/2024;Cerai Gugat;26;43;93;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47231;30/09/2024;Cerai Talak;24;24;62;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Krian;Kabupaten Sidoarjo
46982;30/09/2024;Cerai Gugat;26;26;13;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
45193;30/09/2024;Cerai Gugat;34;42;168;Peselisihan dan Pertengkaran Terus Menerus;Tarik;Kabupaten Sidoarjo;Tarik;Kabupaten Sidoarjo
47004;30/09/2024;Cerai Gugat;34;36;110;Peselisihan dan Pertengkaran Terus Menerus;Tanggulangin;Kabupaten Sidoarjo;Nguling;Kabupaten Pasuruan
47519;30/09/2024;Cerai Gugat;52;57;372;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Tarik;Kabupaten Sidoarjo
47029;30/09/2024;Cerai Gugat;2;27;73;Peselisihan dan Pertengkaran Terus Menerus;Tarik;Kabupaten Sidoarjo;Tarik;Kabupaten Sidoarjo
47294;30/09/2024;Cerai Gugat;37;46;207;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47309;30/09/2024;Cerai Talak;51;49;329;Peselisihan dan Pertengkaran Terus Menerus;Krembung;Kabupaten Sidoarjo;Jabon;Kabupaten Sidoarjo
47325;30/09/2024;Cerai Gugat;32;34;38;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47328;30/09/2024;Cerai Gugat;32;33;125;Peselisihan dan Pertengkaran Terus Menerus;Krian;Kabupaten Sidoarjo;Krian;Kabupaten Sidoarjo
47329;30/09/2024;Cerai Talak;61;62;467;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47090;30/09/2024;Cerai Gugat;43;42;58;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Guguak Panjang;Kota Bukittinggi
47349;30/09/2024;Cerai Gugat;41;42;176;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Jogoroto;Kabupaten Jombang
47352;30/09/2024;Cerai Gugat;27;34;52;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47355;30/09/2024;Cerai Talak;28;25;24;Peselisihan dan Pertengkaran Terus Menerus;Trawas;Kabupaten Mojokerto;Prambon;Kabupaten Sidoarjo
47356;30/09/2024;Cerai Gugat;0;39;166;Peselisihan dan Pertengkaran Terus Menerus;Tanggulangin;Kabupaten Sidoarjo;Tanggulangin;Kabupaten Sidoarjo
45603;01/10/2024;Cerai Gugat;35;35;44;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47454;01/10/2024;Cerai Gugat;26;32;27;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Tulangan;Kabupaten Sidoarjo
46944;01/10/2024;Cerai Gugat;48;50;271;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Waru;Kabupaten Sidoarjo
47469;01/10/2024;Cerai Gugat;32;32;132;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
47302;01/10/2024;Cerai Gugat;24;40;64;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Kenjeran;Kota Surabaya
47319;01/10/2024;Cerai Gugat;27;28;10;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Karang Pilang;Kota Surabaya
47320;01/10/2024;Cerai Talak;34;29;87;Peselisihan dan Pertengkaran Terus Menerus;Kanor;Kabupaten Bojonegoro;Sidoarjo;Kabupaten Sidoarjo
47360;02/10/2024;Cerai Talak;59;58;411;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
47389;02/10/2024;Cerai Gugat;32;40;151;Peselisihan dan Pertengkaran Terus Menerus;Balongbendo;Kabupaten Sidoarjo;Tarik;Kabupaten Sidoarjo
47403;02/10/2024;Cerai Gugat;45;45;284;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
47409;02/10/2024;Cerai Gugat;23;26;23;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47434;02/10/2024;Cerai Gugat;43;28;97;Peselisihan dan Pertengkaran Terus Menerus;Jabon;Kabupaten Sidoarjo;Tanggulangin;Kabupaten Sidoarjo
47183;02/10/2024;Cerai Talak;33;29;73;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Waru;Kabupaten Sidoarjo
47192;02/10/2024;Cerai Gugat;42;;287;Peselisihan dan Pertengkaran Terus Menerus;Sukodono;Kabupaten Sidoarjo;Bungah;Kabupaten Gresik
47193;02/10/2024;Cerai Gugat;34;;227;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Bubutan;Kota Surabaya
47198;02/10/2024;Cerai Gugat;26;29;122;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Purwosari;Kabupaten Bojonegoro
47459;02/10/2024;Cerai Gugat;35;35;215;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47464;02/10/2024;Cerai Gugat;37;44;172;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Prambon;Kabupaten Sidoarjo
46185;02/10/2024;Cerai Gugat;38;30;226;Peselisihan dan Pertengkaran Terus Menerus;Sukodono;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
47214;02/10/2024;Cerai Gugat;31;34;48;Peselisihan dan Pertengkaran Terus Menerus;Krembung;Kabupaten Sidoarjo;Krembung;Kabupaten Sidoarjo
47487;02/10/2024;Cerai Gugat;33;31;81;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
47493;02/10/2024;Cerai Gugat;40;39;150;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Porong;Kabupaten Sidoarjo
47262;02/10/2024;Cerai Talak;29;41;36;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47268;02/10/2024;Cerai Talak;57;48;338;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
47013;02/10/2024;Cerai Talak;34;33;125;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Tenggilis Mejoyo;Kota Surabaya
47295;02/10/2024;Cerai Gugat;46;52;10;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
47296;02/10/2024;Cerai Gugat;36;49;174;Peselisihan dan Pertengkaran Terus Menerus;Tarik;Kabupaten Sidoarjo;Tarik;Kabupaten Sidoarjo
47297;02/10/2024;Cerai Gugat;33;50;129;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47303;02/10/2024;Cerai Gugat;37;40;168;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Tambakrejo;Kabupaten Bojonegoro
46798;02/10/2024;Cerai Gugat;24;26;64;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
47315;02/10/2024;Cerai Gugat;27;37;34;Peselisihan dan Pertengkaran Terus Menerus;Krembung;Kabupaten Sidoarjo;Purworejo;Kota Pasuruan
47321;02/10/2024;Cerai Gugat;34;50;145;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Balongbendo;Kabupaten Sidoarjo
47337;02/10/2024;Cerai Gugat;42;37;24;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47340;02/10/2024;Cerai Gugat;39;50;180;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
47341;02/10/2024;Cerai Gugat;30;34;284;Peselisihan dan Pertengkaran Terus Menerus;Krian;Kabupaten Sidoarjo;Balongbendo;Kabupaten Sidoarjo
47342;02/10/2024;Cerai Gugat;42;48;24;Peselisihan dan Pertengkaran Terus Menerus;Tulangan;Kabupaten Sidoarjo;Tulangan;Kabupaten Sidoarjo
45569;03/10/2024;Cerai Talak;52;47;359;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
47402;03/10/2024;Cerai Gugat;34;41;113;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
47406;03/10/2024;Cerai Gugat;34;32;85;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Tenggilis Mejoyo;Kota Surabaya
47410;03/10/2024;Cerai Talak;49;47;14;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
47426;03/10/2024;Cerai Talak;39;38;233;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47199;03/10/2024;Cerai Talak;34;31;157;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
47533;03/10/2024;Cerai Gugat;42;43;190;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
46286;03/10/2024;Cerai Talak;22;22;15;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
47336;03/10/2024;Cerai Gugat;43;45;236;Peselisihan dan Pertengkaran Terus Menerus;Krembung;Kabupaten Sidoarjo;Prambon;Kabupaten Sidoarjo
47339;03/10/2024;Cerai Gugat;26;32;15;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Tenggilis Mejoyo;Kota Surabaya
47358;03/10/2024;Cerai Gugat;31;44;14;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Gedangan;Kabupaten Sidoarjo
46344;04/10/2024;Cerai Gugat;30;34;87;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Tambaksari;Kota Surabaya
47374;07/10/2024;Cerai Gugat;28;29;84;Peselisihan dan Pertengkaran Terus Menerus;Krian;Kabupaten Sidoarjo;Ciputat;Kota Tangerang Selatan
45594;07/10/2024;Cerai Gugat;36;;165;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
45608;07/10/2024;Cerai Talak;23;27;47;Peselisihan dan Pertengkaran Terus Menerus;Krian;Kabupaten Sidoarjo;Krian;Kabupaten Sidoarjo
47412;07/10/2024;Cerai Gugat;35;40;169;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Prambon;Kabupaten Sidoarjo
47420;07/10/2024;Cerai Gugat;35;46;24;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Kenjeran;Kota Surabaya
47425;07/10/2024;Cerai Talak;51;53;348;Peselisihan dan Pertengkaran Terus Menerus;Semarang Tengah;Kota Semarang;Sidoarjo;Kabupaten Sidoarjo
47428;07/10/2024;Cerai Gugat;0;34;99;Peselisihan dan Pertengkaran Terus Menerus;Gedangan;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
47210;07/10/2024;Cerai Gugat;30;41;168;Peselisihan dan Pertengkaran Terus Menerus;Prambon;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47475;07/10/2024;Cerai Talak;37;25;99;Peselisihan dan Pertengkaran Terus Menerus;Sukodono;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47477;07/10/2024;Cerai Gugat;31;35;145;Peselisihan dan Pertengkaran Terus Menerus;Tulangan;Kabupaten Sidoarjo;Tulangan;Kabupaten Sidoarjo
45960;07/10/2024;Cerai Talak;29;26;74;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
46782;07/10/2024;Cerai Talak;29;26;28;Peselisihan dan Pertengkaran Terus Menerus;Krian;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
46034;07/10/2024;Cerai Talak;43;36;158;Peselisihan dan Pertengkaran Terus Menerus;Sedati;Kabupaten Sidoarjo;Waru;Kabupaten Sidoarjo
47077;07/10/2024;Cerai Gugat;46;48;246;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Waru;Kabupaten Sidoarjo
47365;08/10/2024;Cerai Talak;46;;58;Peselisihan dan Pertengkaran Terus Menerus;Papar;Kabupaten Kediri;Gedangan;Kabupaten Sidoarjo
47430;08/10/2024;Cerai Gugat;51;55;371;Peselisihan dan Pertengkaran Terus Menerus;Krian;Kabupaten Sidoarjo;Krian;Kabupaten Sidoarjo
47432;08/10/2024;Cerai Gugat;35;38;199;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
45642;08/10/2024;Cerai Gugat;50;54;400;Peselisihan dan Pertengkaran Terus Menerus;Sukodono;Kabupaten Sidoarjo;Sukodono;Kabupaten Sidoarjo
47446;08/10/2024;Cerai Talak;55;55;85;Peselisihan dan Pertengkaran Terus Menerus;Waru;Kabupaten Sidoarjo;Sedati;Kabupaten Sidoarjo
47479;08/10/2024;Cerai Talak;44;30;52;Peselisihan dan Pertengkaran Terus Menerus;Tanggulangin;Kabupaten Sidoarjo;Tanggulangin;Kabupaten Sidoarjo
47483;08/10/2024;Cerai Gugat;24;33;21;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
47502;08/10/2024;Cerai Gugat;48;57;365;Peselisihan dan Pertengkaran Terus Menerus;Tulangan;Kabupaten Sidoarjo;Tulangan;Kabupaten Sidoarjo
47507;08/10/2024;Cerai Gugat;33;37;122;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Candi;Kabupaten Sidoarjo
47335;08/10/2024;Cerai Gugat;44;;273;Peselisihan dan Pertengkaran Terus Menerus;Krian;Kabupaten Sidoarjo;Krian;Kabupaten Sidoarjo
45607;09/10/2024;Cerai Talak;28;34;60;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
47422;09/10/2024;Cerai Gugat;30;41;64;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Pal Merah;Kota Administrasi Jakarta Barat
47431;09/10/2024;Cerai Gugat;49;60;106;Peselisihan dan Pertengkaran Terus Menerus;Wonoayu;Kabupaten Sidoarjo;Taman;Kabupaten Sidoarjo
47437;09/10/2024;Cerai Gugat;18;24;35;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;Tulangan;Kabupaten Sidoarjo
46164;09/10/2024;Cerai Gugat;27;28;32;Peselisihan dan Pertengkaran Terus Menerus;Taman;Kabupaten Sidoarjo;Buduran;Kabupaten Sidoarjo
47465;09/10/2024;Cerai Gugat;25;33;79;Peselisihan dan Pertengkaran Terus Menerus;Balongbendo;Kabupaten Sidoarjo;Kedamean;Kabupaten Gresik
